1,10_1_267_1,1,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp,microwave radar,36068619,-115211891,580,1353,1842,4633
2,10_1_267_2,1,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp,microwave radar,36068619,-115211891,580,1353,1842,4633
3,10_1_267_3,1,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp,microwave radar,36068619,-115211891,580,1353,1842,4633
4,10_1_267_4,1,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp,microwave radar,36068619,-115211891,580,1353,1842,4633
5,10_2_268_1,2,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp,microwave radar,36068153,-115219978,580,1353,1842,4633
6,10_2_268_2,2,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp,microwave radar,36068153,-115219978,580,1353,1842,4633
7,10_2_268_3,2,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp,microwave radar,36068153,-115219978,580,1353,1842,4633
8,10_2_268_4,2,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp,microwave radar,36068153,-115219978,580,1353,1842,4633
9,101_1_35_1,3,I-15 NB Sahara On-Ramp between Sahara Avenue and I-15 NB,video Image,36144341,-115169617,580,1353,1842,4633
10,101_1_35_2,3,I-15 NB Sahara On-Ramp between Sahara Avenue and I-15 NB,video Image,36144341,-115169617,580,1353,1842,4633
11,102_1_40_1,4,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp,microwave radar,36146675,-115170212,580,1353,1842,4633
12,102_1_40_2,4,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp,microwave radar,36146675,-115170212,580,1353,1842,4633
13,102_1_40_3,4,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp,microwave radar,36146675,-115170212,580,1353,1842,4633
14,102_1_40_4,4,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp,microwave radar,36146675,-115170212,580,1353,1842,4633
15,102_2_37_1,5,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp,microwave radar,36142929,-115173523,580,1353,1842,4633
16,102_2_37_2,5,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp,microwave radar,36142929,-115173523,580,1353,1842,4633
17,102_2_37_3,5,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp,microwave radar,36142929,-115173523,580,1353,1842,4633
18,102_2_37_4,5,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp,microwave radar,36142929,-115173523,580,1353,1842,4633
19,103_1_40_1,6,I-15 SB Sahara WB Off-Ramp between I-15 SB and Sahara Avenue,microwave radar,36147755,-115169441,580,1353,1842,4633
20,103_2_40_1,7,I-15 SB Sahara WB Off-Ramp between I-15 SB and Sahara Avenue,microwave radar,36145626,-115171677,580,1353,1842,4633
21,109_1_37_1,8,I-15 SB Boulder Off-Ramp between Sahara Avenue and I-15 SB,video Image,36142616,-115174263,580,1353,1842,4633
22,109_1_37_2,8,I-15 SB Boulder Off-Ramp between Sahara Avenue and I-15 SB,video Image,36142616,-115174263,580,1353,1842,4633
23,11_1_2_1,9,I-215 WB Decatur Off-Ramp between CC-215 WB and Decatur Road,microwave radar,36069386,-115204651,580,1353,1842,4633
24,110_1_41_1,10,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp,microwave radar,36150986,-115163765,580,1353,1842,4633
25,110_1_41_2,10,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp,microwave radar,36150986,-115163765,580,1353,1842,4633
26,110_1_41_3,10,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp,microwave radar,36150986,-115163765,580,1353,1842,4633
27,110_1_41_4,10,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp,microwave radar,36150986,-115163765,580,1353,1842,4633
28,110_1_41_5,10,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp,microwave radar,36150986,-115163765,580,1353,1842,4633
29,111_1_42_1,11,I-15 SB between I-15 SB MLK/Charleston On-Ramp and I-15 SB Sahara Off-Ramp,microwave radar,36150745,-115166634,580,1353,1842,4633
30,111_1_42_2,11,I-15 SB between I-15 SB MLK/Charleston On-Ramp and I-15 SB Sahara Off-Ramp,microwave radar,36150745,-115166634,580,1353,1842,4633
31,111_1_42_3,11,I-15 SB between I-15 SB MLK/Charleston On-Ramp and I-15 SB Sahara Off-Ramp,microwave radar,36150745,-115166634,580,1353,1842,4633
32,111_1_42_4,11,I-15 SB between I-15 SB MLK/Charleston On-Ramp and I-15 SB Sahara Off-Ramp,microwave radar,36150745,-115166634,580,1353,1842,4633
33,111_1_42_5,11,I-15 SB between I-15 SB MLK/Charleston On-Ramp and I-15 SB Sahara Off-Ramp,microwave radar,36150745,-115166634,580,1353,1842,4633
34,112_2_44_1,12,I-15 NB between I-15 NB Charleston EB Off-Ramp and I-15 NB Charleston WB Off-Ramp,microwave radar,36156330,-115159843,580,1353,1842,4633
35,112_2_44_2,12,I-15 NB between I-15 NB Charleston EB Off-Ramp and I-15 NB Charleston WB Off-Ramp,microwave radar,36156330,-115159843,580,1353,1842,4633
36,112_2_44_3,12,I-15 NB between I-15 NB Charleston EB Off-Ramp and I-15 NB Charleston WB Off-Ramp,microwave radar,36156330,-115159843,580,1353,1842,4633
37,112_2_44_4,12,I-15 NB between I-15 NB Charleston EB Off-Ramp and I-15 NB Charleston WB Off-Ramp,microwave radar,36156330,-115159843,580,1353,1842,4633
38,112_2_44_5,12,I-15 NB between I-15 NB Charleston EB Off-Ramp and I-15 NB Charleston WB Off-Ramp,microwave radar,36156330,-115159843,580,1353,1842,4633
39,113_2_45_1,13,I-15 NB between I-15 NB Charleston WB Off-Ramp and I-15 NB Charleston On-Ramp,microwave radar,36159657,-115159103,580,1353,1842,4633
40,113_2_45_2,13,I-15 NB between I-15 NB Charleston WB Off-Ramp and I-15 NB Charleston On-Ramp,microwave radar,36159657,-115159103,580,1353,1842,4633
41,113_2_45_3,13,I-15 NB between I-15 NB Charleston WB Off-Ramp and I-15 NB Charleston On-Ramp,microwave radar,36159657,-115159103,580,1353,1842,4633
42,114_2_44_1,14,I-15 NB Charleston Off-Ramp between I-15 NB and Charleston Boulevard,microwave radar,36156761,-115159393,580,1353,1842,4633
43,115_1_45_1,15,I-15 NB Grand Central Off-Ramp between I-15 NB and Grand Central Parkway,microwave radar,36159218,-115158691,580,1353,1842,4633
44,116_2_45_1,16,I-15 NB Grand Central On-Ramp between Grand Central Parkway and I-15 NB,microwave radar,36160892,-115158722,580,1353,1842,4633
45,117_1_46_1,17,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp,microwave radar,36159752,-115161598,580,1353,1842,4633
46,117_1_46_2,17,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp,microwave radar,36159752,-115161598,580,1353,1842,4633
47,117_1_46_3,17,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp,microwave radar,36159752,-115161598,580,1353,1842,4633
48,117_1_46_4,17,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp,microwave radar,36159752,-115161598,580,1353,1842,4633
49,117_3_43_1,18,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp,microwave radar,36154461,-115163368,580,1353,1842,4633
50,117_3_43_2,18,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp,microwave radar,36154461,-115163368,580,1353,1842,4633
51,117_3_43_3,18,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp,microwave radar,36154461,-115163368,580,1353,1842,4633
52,117_3_43_4,18,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp,microwave radar,36154461,-115163368,580,1353,1842,4633
53,118_1_541_1,19,I-15 SB MLK/Charleston Off-Ramp between I-15 SB and Martin Luther King Boulevard,microwave radar,36161842,-115161362,580,1353,1842,4633
54,122_2_48_1,20,I-15 NB between I-15 NB Charleston On-Ramp and I-15 NB to US-95 NB Ramp,microwave radar,36164787,-115158470,580,1353,1842,4633
55,122_2_48_2,20,I-15 NB between I-15 NB Charleston On-Ramp and I-15 NB to US-95 NB Ramp,microwave radar,36164787,-115158470,580,1353,1842,4633
56,122_2_48_3,20,I-15 NB between I-15 NB Charleston On-Ramp and I-15 NB to US-95 NB Ramp,microwave radar,36164787,-115158470,580,1353,1842,4633
57,122_2_48_4,20,I-15 NB between I-15 NB Charleston On-Ramp and I-15 NB to US-95 NB Ramp,microwave radar,36164787,-115158470,580,1353,1842,4633
58,122_2_48_5,20,I-15 NB between I-15 NB Charleston On-Ramp and I-15 NB to US-95 NB Ramp,microwave radar,36164787,-115158470,580,1353,1842,4633
59,123_2_50_1,21,I-15 SB between US-95 SB to I-15 SB Ramp and I-15 SB MLK/Charleston Off-Ramp,microwave radar,36165977,-115160645,580,1353,1842,4633
60,123_2_50_2,21,I-15 SB between US-95 SB to I-15 SB Ramp and I-15 SB MLK/Charleston Off-Ramp,microwave radar,36165977,-115160645,580,1353,1842,4633
61,123_2_50_3,21,I-15 SB between US-95 SB to I-15 SB Ramp and I-15 SB MLK/Charleston Off-Ramp,microwave radar,36165977,-115160645,580,1353,1842,4633
62,123_2_50_4,21,I-15 SB between US-95 SB to I-15 SB Ramp and I-15 SB MLK/Charleston Off-Ramp,microwave radar,36165977,-115160645,580,1353,1842,4633
63,123_2_50_5,21,I-15 SB between US-95 SB to I-15 SB Ramp and I-15 SB MLK/Charleston Off-Ramp,microwave radar,36165977,-115160645,580,1353,1842,4633
64,124_2_49_1,22,I-15 NB between I-15 NB to US-95 NB Ramp and I-15 NB to I-215 WB Ramp,microwave radar,36171608,-115155403,580,1353,1842,4633
65,124_2_49_2,22,I-15 NB between I-15 NB to US-95 NB Ramp and I-15 NB to I-215 WB Ramp,microwave radar,36171608,-115155403,580,1353,1842,4633
66,124_2_49_3,22,I-15 NB between I-15 NB to US-95 NB Ramp and I-15 NB to I-215 WB Ramp,microwave radar,36171608,-115155403,580,1353,1842,4633
67,124_2_49_4,22,I-15 NB between I-15 NB to US-95 NB Ramp and I-15 NB to I-215 WB Ramp,microwave radar,36171608,-115155403,580,1353,1842,4633
68,124_2_49_5,22,I-15 NB between I-15 NB to US-95 NB Ramp and I-15 NB to I-215 WB Ramp,microwave radar,36171608,-115155403,580,1353,1842,4633
69,125_2_49_1,23,I-15 NB to US-95 NB Ramp between I-15 NB and US-95 NB,microwave radar,36169209,-115157127,580,1353,1842,4633
70,125_2_49_2,23,I-15 NB to US-95 NB Ramp between I-15 NB and US-95 NB,microwave radar,36169209,-115157127,580,1353,1842,4633
71,126_1_49_1,24,I-15 NB MLK Blvd Off-Ramp between I-15 NB and Martin Luther King Boulevard,microwave radar,36173618,-115156914,580,1353,1842,4633
72,126_2_80_1,25,I-15 NB MLK Blvd Off-Ramp between I-15 NB and Martin Luther King Boulevard,microwave radar,36174770,-115155373,580,1353,1842,4633
